component_id,Content
match_ratio_SB_21090.txt,Matched A sources / Total A sources: 2649 / 3303 = 80.20%
match_ratio_SB_21147.txt,Matched A sources / Total A sources: 2652 / 3268 = 81.15%
match_ratio_SB_21813.txt,Matched A sources / Total A sources: 2735 / 3463 = 78.98%
match_ratio_SB_20770.txt,Matched A sources / Total A sources: 2685 / 3251 = 82.59%
match_ratio_SB_29382.txt,Matched A sources / Total A sources: 2467 / 3092 = 79.79%
match_ratio_SB_22449.txt,Matched A sources / Total A sources: 2909 / 3593 = 80.96%
match_ratio_SB_21740.txt,Matched A sources / Total A sources: 2436 / 3085 = 78.96%
match_ratio_SB_21959.txt,Matched A sources / Total A sources: 2782 / 3506 = 79.35%
match_ratio_SB_21608.txt,Matched A sources / Total A sources: 2599 / 3304 = 78.66%
match_ratio_SB_20589.txt,Matched A sources / Total A sources: 2891 / 3588 = 80.57%
match_ratio_SB_29329.txt,Matched A sources / Total A sources: 2971 / 3569 = 83.24%
match_ratio_SB_21672.txt,Matched A sources / Total A sources: 2692 / 3342 = 80.55%
match_ratio_SB_21489.txt,Matched A sources / Total A sources: 2721 / 3347 = 81.30%
match_ratio_SB_20856.txt,Matched A sources / Total A sources: 2644 / 3262 = 81.05%
match_ratio_SB_21852.txt,Matched A sources / Total A sources: 3007 / 3786 = 79.42%
match_ratio_SB_21565.txt,Matched A sources / Total A sources: 3066 / 3773 = 81.26%
match_ratio_SB_22347.txt,Matched A sources / Total A sources: 2684 / 3500 = 76.69%
match_ratio_SB_22470.txt,Matched A sources / Total A sources: 2968 / 3512 = 84.51%
match_ratio_SB_22875.txt,Matched A sources / Total A sources: 2640 / 3363 = 78.50%
match_ratio_SB_25871.txt,Matched A sources / Total A sources: 297 / 2879 = 10.32%
match_ratio_SB_23181.txt,Matched A sources / Total A sources: 2258 / 2802 = 80.59%
match_ratio_SB_23183.txt,Matched A sources / Total A sources: 2366 / 2903 = 81.50%
match_ratio_SB_20818.txt,Matched A sources / Total A sources: 2720 / 3293 = 82.60%
match_ratio_SB_20823.txt,Matched A sources / Total A sources: 2539 / 3075 = 82.57%
match_ratio_SB_20366.txt,Matched A sources / Total A sources: 2821 / 3431 = 82.22%
match_ratio_SB_21701.txt,Matched A sources / Total A sources: 2271 / 2860 = 79.41%
match_ratio_SB_20412.txt,Matched A sources / Total A sources: 2909 / 3602 = 80.76%
match_ratio_SB_21881.txt,Matched A sources / Total A sources: 3075 / 3707 = 82.95%
match_ratio_SB_21148.txt,Matched A sources / Total A sources: 2508 / 3081 = 81.40%
match_ratio_SB_25440.txt,Matched A sources / Total A sources: 91 / 2724 = 3.34%
match_ratio_SB_21109.txt,Matched A sources / Total A sources: 2687 / 3321 = 80.91%
match_ratio_SB_21644.txt,Matched A sources / Total A sources: 2506 / 3150 = 79.56%
match_ratio_SB_20635.txt,Matched A sources / Total A sources: 2720 / 3231 = 84.18%
match_ratio_SB_20707.txt,Matched A sources / Total A sources: 2815 / 3397 = 82.87%
match_ratio_SB_21607.txt,Matched A sources / Total A sources: 2438 / 3077 = 79.23%
match_ratio_SB_20642.txt,Matched A sources / Total A sources: 1118 / 3199 = 34.95%
match_ratio_SB_20584.txt,Matched A sources / Total A sources: 2855 / 3577 = 79.82%
match_ratio_SB_21962.txt,Matched A sources / Total A sources: 2716 / 3451 = 78.70%
match_ratio_SB_21850.txt,Matched A sources / Total A sources: 2795 / 3490 = 80.09%
match_ratio_SB_20731.txt,Matched A sources / Total A sources: 2799 / 3339 = 83.83%
match_ratio_SB_21921.txt,Matched A sources / Total A sources: 3109 / 3716 = 83.67%
match_ratio_SB_20797.txt,Matched A sources / Total A sources: 2643 / 3207 = 82.41%
match_ratio_SB_21077.txt,Matched A sources / Total A sources: 2518 / 3152 = 79.89%
match_ratio_SB_20733.txt,Matched A sources / Total A sources: 2783 / 3378 = 82.39%
match_ratio_SB_22050.txt,Matched A sources / Total A sources: 2780 / 3377 = 82.32%
match_ratio_SB_20311.txt,Matched A sources / Total A sources: 2717 / 3276 = 82.94%
match_ratio_SB_22066.txt,Matched A sources / Total A sources: 2760 / 3432 = 80.42%
match_ratio_SB_20817.txt,Matched A sources / Total A sources: 2700 / 3337 = 80.91%
match_ratio_SB_21869.txt,Matched A sources / Total A sources: 2572 / 3075 = 83.64%
match_ratio_SB_20364.txt,Matched A sources / Total A sources: 2857 / 3451 = 82.79%
match_ratio_SB_21697.txt,Matched A sources / Total A sources: 2483 / 2914 = 85.21%
match_ratio_SB_21698.txt,Matched A sources / Total A sources: 2500 / 3085 = 81.04%
match_ratio_SB_20328.txt,Matched A sources / Total A sources: 2674 / 3376 = 79.21%
match_ratio_SB_20691.txt,Matched A sources / Total A sources: 2800 / 3313 = 84.52%
match_ratio_SB_21385.txt,Matched A sources / Total A sources: 2832 / 3575 = 79.22%
match_ratio_SB_21388.txt,Matched A sources / Total A sources: 2819 / 3516 = 80.18%
match_ratio_SB_21387.txt,Matched A sources / Total A sources: 2864 / 3533 = 81.06%
match_ratio_SB_20381.txt,Matched A sources / Total A sources: 2599 / 3143 = 82.69%
match_ratio_SB_20468.txt,Matched A sources / Total A sources: 2594 / 3166 = 81.93%
match_ratio_SB_20522.txt,Matched A sources / Total A sources: 2698 / 3240 = 83.27%
match_ratio_SB_20262.txt,Matched A sources / Total A sources: 1151 / 2935 = 39.22%
match_ratio_SB_20640.txt,Matched A sources / Total A sources: 1169 / 3001 = 38.95%
match_ratio_SB_22661.txt,Matched A sources / Total A sources: 471 / 2886 = 16.32%
match_ratio_SB_21173.txt,Matched A sources / Total A sources: 2754 / 3237 = 85.08%
match_ratio_SB_21960.txt,Matched A sources / Total A sources: 2948 / 3640 = 80.99%
match_ratio_SB_21553.txt,Matched A sources / Total A sources: 2747 / 3401 = 80.77%
match_ratio_SB_20795.txt,Matched A sources / Total A sources: 2861 / 3390 = 84.40%
match_ratio_SB_21486.txt,Matched A sources / Total A sources: 2567 / 3198 = 80.27%
match_ratio_SB_21917.txt,Matched A sources / Total A sources: 2875 / 3546 = 81.08%
match_ratio_SB_21075.txt,Matched A sources / Total A sources: 2413 / 3085 = 78.22%
match_ratio_SB_21422.txt,Matched A sources / Total A sources: 2834 / 3393 = 83.52%
